DTXSID	canonical SMILES
DTXSID0032520	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1
DTXSID1040742	C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F
DTXSID5020607	CCCCC(CC)COC(=O)c1ccccc1C(=O)OCC(CC)CCCC
DTXSID3036286	CC(C)=CCC/C(C)=C/C#N
DTXSID7042198	CCCCNS(=O)(=O)c1ccc(C)cc1
DTXSID2022254	CCOP(=S)(OCC)SCSC(C)(C)C
DTXSID4020618	N#Cc1ccc(C2CCCc3cncn32)cc1.[Cl-].[H+]
DTXSID4022109	CCCCCCC1CCC(=O)O1
DTXSID5022489	O=C(O)/C=C/c1ccccc1
DTXSID5037523	CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1
DTXSID1026241	CC1CC(OC(=O)c2ccccc2O)CC(C)(C)C1
DTXSID0041141	CO[C@@H]1[C@H](OC(=O)NC(=O)CCl)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
DTXSID0021464	CN(C)C(=S)[S-].CN(C)C(=S)[S-].[Zn+2]
DTXSID2036299	CCCCCCCCN(C)C
DTXSID4032459	CCOP(=S)(OCC)SCSCC
DTXSID2041250	CC(C)Nc1ccc(NC(C)C)c2c1C(=O)c1ccccc1C2=O
DTXSID1032355	CC1(C)CON(Cc2ccccc2Cl)C1=O
DTXSID7024827	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.[Cl-].[H+]
DTXSID9032537	CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-]
DTXSID4027650	C=CC[N+](C)(C)CC=C.[Cl-]
DTXSID9022607	CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
DTXSID6027268	CCCCCCCCCCCCCCC
DTXSID0032493	CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1
DTXSID5026251	c1ccc(P(c2ccccc2)c2ccccc2)cc1
DTXSID3042394	O=S(=O)([O-])c1cccc2ccccc12.[Na+]
DTXSID5020152	OCc1ccccc1
DTXSID1041265	CCCCCCCCC(CO)CCCCCC
DTXSID3021770	CC(C)(c1cc(Cl)c(O)c(Cl)c1)c1cc(Cl)c(O)c(Cl)c1
DTXSID3020673	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccc(O)cc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
DTXSID4020822	CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1
DTXSID3034612	CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
DTXSID7020768	O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12
DTXSID5034773	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(OC(F)(F)C(F)OC(F)(F)F)c(Cl)c1
DTXSID4035708	Cc1cc(OCCOCC[N+](C)(C)Cc2ccccc2)ccc1C(C)(C)CC(C)(C)C.[Cl-]
DTXSID1041188	C/C(=C\c1ccccc1)[N+](=O)[O-]
DTXSID6020197	CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12.CS(=O)(=O)O
DTXSID8020755	NNC(=O)c1ccncc1
DTXSID1027633	CC(C)(C)c1cc(CCC(=O)OCC(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)(COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)COC(=O)CCc2cc(C(C)(C)C)c(O)c(C(C)(C)C)c2)cc(C(C)(C)C)c1O
DTXSID5047033	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
DTXSID9026132	Cn1cnc2c1c(=O)[nH]c(=O)n2C
DTXSID6020307	COCCl
DTXSID2025216	C=Cc1ccccc1C=C
DTXSID1032488	COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C
DTXSID0041274	O=C1C=CC(=O)N1c1ccccc1
DTXSID8020044	C=CCO
DTXSID8022959	CCCCC(CC)COC(=O)CC(C(=O)OCC(CC)CCCC)S(=O)(=O)[O-].[Na+]
DTXSID2026238	CN(C)C
DTXSID5020811	[Cl-].[Cl-].[Hg+2]
DTXSID6020141	c1ccc2occc2c1
DTXSID9021897	Cc1cccnc1
DTXSID1041184	C=C1CC[C@H]2C[C@@H]1C2(C)C
DTXSID6032518	O=c1ssc(Cl)c1Cl
DTXSID7026368	O=C(O)c1ccccc1O
DTXSID2021997	NCCN1CCNCC1
DTXSID4044581	CCc1ccc(O)c(C(C)(C)C)c1
DTXSID7038810	C=C[Si](C)(C)O[Si](C)(C)C=C
DTXSID7026235	O=C(O)c1ccc2c(c1)C(=O)OC2=O
DTXSID1029170	CC(=O)C=C(C)C
DTXSID5024182	COCCO
DTXSID4021218	O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
DTXSID3038939	NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
DTXSID9041237	CC1=CC=C(C(C)C)CC1
DTXSID2020216	Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID9040716	CCC(C)(C)C1CCC(O)CC1
DTXSID2026602	CC(C)(C)c1ccc(O)c(C(C)(C)C)c1
DTXSID7021106	Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
DTXSID7030698	OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC1C(O)C2O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O
DTXSID0034695	S=C([S-])NCCNC(=S)[S-].S=C([S-])NCCNC(=S)[S-].[Mn+2].[Zn+2]
DTXSID6027713	CCCCCCCC/C=C\CCCCCCCC(=O)OCCO
DTXSID5020449	COP(=O)(OC)OC=C(Cl)Cl
DTXSID2024955	CC(C)(C)OOC(C)(C)C
DTXSID0042400	CCCCCCCCCCCCCCCCS(=O)(=O)[O-].[Na+]
DTXSID0037730	O=C(O)c1cc(O)c2ccccc2c1O
DTXSID0020319	N#Cc1c(Cl)c(Cl)c(Cl)c(C#N)c1Cl
DTXSID2020686	ClC1C(Cl)C(Cl)C(Cl)C(Cl)C1Cl
DTXSID3041790	CC(C)=CCC[C@@H](C)CC=O
DTXSID3024235	C[Si](Cn1cncn1)(c1ccc(F)cc1)c1ccc(F)cc1
DTXSID4032376	COCC(C)N(C(=O)CCl)c1c(C)csc1C
DTXSID6034849	CCCOC(=O)NCCC[NH+](C)C.[Cl-]
DTXSID8023890	COC(=O)NS(=O)(=O)c1ccc(N)cc1
DTXSID2022179	Clc1nc(Cl)c(Cl)c(Cl)c1Cl
DTXSID1021031	O=Nc1ccc(Nc2ccccc2)cc1
DTXSID0023296	CN(C)c1ccc2nc3ccc(N(C)C)cc3[s+]c2c1.[Cl-]
DTXSID9025110	CC(C)(C)OOC(C)(C)CCC(C)(C)OOC(C)(C)C
DTXSID6025692	C=CC(=C)CCC=C(C)C
DTXSID9024986	O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1
DTXSID5022439	O=C(O)c1ccccc1C(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID2021575	CC(Cl)(Cl)C(=O)O
DTXSID7021788	O=[N+]([O-])c1ccc(O)cc1C(F)(F)F
DTXSID2020189	CCN(Cc1cccc(S(=O)(=O)[O-])c1)c1ccc([C+](c2ccc(N(CC)Cc3cccc(S(=O)(=O)[O-])c3)cc2)c2ccccc2S(=O)(=O)[O-])cc1.[Na+].[Na+]
DTXSID7021233	O=C([O-])c1ccccc1-c1c2cc(I)c(=O)c(I)c-2oc2c(I)c([O-])c(I)cc12.[Na+].[Na+]
DTXSID2022678	CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1
DTXSID7037262	CC(=O)[C@H]1[C@H](C#N)C[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
DTXSID9034361	CC[N+](CC)(CC(=O)Nc1c(C)cccc1C)Cc1ccccc1.O=C1N=S(=O)([O-])c2ccccc21
DTXSID7041413	C=C(C)[C@@H]1CC=C(C)C(=O)C1
DTXSID0025101	CN(C)c1cccc(O)c1
DTXSID3032549	CC1(C(=O)Nc2ccc(O)c(Cl)c2Cl)CCCCC1
DTXSID2036112	CCCCCCCC/C=C\CCCCCCCC1=NCCN1CCO
DTXSID7038864	CCc1cc(Cc2cc(CC)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1
DTXSID8034586	CCOc1cc(C(C)(C)C)ccc1C1COC(c2c(F)cccc2F)=N1
DTXSID3047344	CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O.CS(=O)(=O)O
DTXSID0029559	O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO
DTXSID4027236	Cc1cccc([N+](=O)[O-])c1[N+](=O)[O-]
DTXSID8021224	Cc1ccc(S(=O)(=O)Oc2ccc(N=Nc3ccc(-c4ccc(N/N=C5/C(=O)C=Cc6cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c65)c(C)c4)cc3C)cc2)cc1.[Na+].[Na+]
DTXSID4023202	N#Cc1ccc(C(c2ccc(C#N)cc2)n2cncn2)cc1
DTXSID6023868	CC1(C)CN=C(NN=C(/C=C/c2ccc(C(F)(F)F)cc2)/C=C/c2ccc(C(F)(F)F)cc2)NC1
DTXSID0022436	CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1
DTXSID8027793	O=C1c2ccccc2C(=O)N1SC1CCCCC1
DTXSID2047565	FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCI
DTXSID7020348	O=c1ccc2ccccc2o1
DTXSID3029653	N#C[S-].[NH4+]
DTXSID8033562	CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DTXSID7032559	CC1(C)[C@H](C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F
DTXSID6036467	O=S(=O)([O-])c1ccccc1/C=C\c1ccc(-c2ccc(/C=C\c3ccccc3S(=O)(=O)[O-])cc2)cc1.[Na+].[Na+]
DTXSID8023216	NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O
DTXSID4027494	Cc1cccc(N)c1N
DTXSID9032581	CCC(C)(NC(=O)c1cc(Cl)c(C)c(Cl)c1)C(=O)CCl
DTXSID1021455	O=C([O-])C1=NN(c2ccc(S(=O)(=O)[O-])cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+].[Na+]
DTXSID8027032	CC(C)(N)CO
DTXSID5041641	Cc1ccc(C)c(S(=O)(=O)O)c1
DTXSID5021413	O=P(OCC(Br)CBr)(OCC(Br)CBr)OCC(Br)CBr
DTXSID0025234	O=C([O-])c1ccccc1-c1c2cc(Br)c(=O)c(Br)c-2oc2c(Br)c([O-])c(Br)cc12.[Na+].[Na+]
DTXSID6024882	C[C@@H]1C[C@@H]([C@H](O)CC2CC(=O)NC(=O)C2)C(=O)[C@@H](C)C1
DTXSID7024081	O=C([O-])C1C2CCC(O2)C1C(=O)[O-].[Na+].[Na+]
DTXSID8021777	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C
DTXSID6027345	c1ccc(B(c2ccccc2)c2ccccc2)cc1
DTXSID0034855	CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(C(F)(F)F)cn2)cc1
DTXSID5020867	Cc1cc(Cc2ccc(N)c(C)c2)ccc1N
DTXSID5037028	CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-]
DTXSID5048186	O=C(O)Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1
DTXSID1027390	O=S(=O)(O)c1ccccc1O
DTXSID8020628	CN(C)C(=O)Nc1cccc(C(F)(F)F)c1
DTXSID0021123	CCC1(c2ccccc2)C(=O)[N-]C(=O)NC1=O.[Na+]
DTXSID6026298	Cc1cccc(C)c1
DTXSID6024337	CCN(CC)C(=O)SCc1ccc(Cl)cc1
DTXSID8021517	O=C(O)/C=C/C(=O)O
DTXSID5024922	NCCCCCCN
DTXSID5032365	N#Cc1c(Cl)cccc1Cl
DTXSID3041247	O=C(CC(=O)c1ccccc1)c1ccccc1
DTXSID3041663	O=C(/C=C/c1ccccc1)OCc1ccccc1
DTXSID5020528	Cc1c([N+](=O)[O-])cccc1[N+](=O)[O-]
DTXSID1040611	COCCOCCC[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C
DTXSID1021378	O=C(O)C(Cl)(Cl)Cl
DTXSID6047525	CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[Na+]
DTXSID4022448	CCc1cccc(C)c1N(C(=O)CCl)C(C)COC
DTXSID0042379	CO[Si](C)(C)OC
DTXSID5047879	O=C(c1ccccc1)c1ccccc1O
DTXSID1025857	c1cnc2c(c1)ccc1cccnc12
DTXSID3024102	CCOP(=O)(NC(C)C)Oc1ccc(SC)c(C)c1
DTXSID7025217	CCCCCCCCC/C=C/CC1CC(=O)OC1=O
DTXSID2026864	CCCCCCCC(=O)OC
DTXSID2026943	OCC(CO)(CO)CO
DTXSID7032004	CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1
DTXSID1020354	N#CN=C(N)N
DTXSID1020930	CN1CCC[C@H]1c1cccnc1
DTXSID1020932	O=C(O)c1cccnc1
DTXSID1021160	Nc1c(Cl)c(Cl)nc(C(=O)O)c1Cl
DTXSID1021243	CCN=c1cc2oc3cc(NCC)c(C)cc3c(-c3ccccc3C(=O)OCC)c-2cc1C.[Cl-].[H+]
DTXSID1020439	Oc1ccc(Cl)cc1Cl
DTXSID1020516	CN(C)N
DTXSID1020807	S=c1[nH]c2ccccc2s1
DTXSID1020144	O=C(c1ccccc1)C(O)c1ccccc1
DTXSID1020352	N.O=NN(O)c1ccccc1
DTXSID1020647	O=Cc1ccco1
DTXSID0048181	CC(C)(C)c1ccc(N)cc1
DTXSID0048210	O=C(Oc1ccccc1)c1ccccc1
DTXSID1020140	O=C([O-])c1ccccc1.[Na+]
DTXSID1020190	O=C1/C(=C2\Nc3ccc(S(=O)(=O)[O-])cc3C2=O)Nc2ccc(S(=O)(=O)[O-])cc21.[Na+].[Na+]
DTXSID6048208	COC(=O)c1ccccc1C
DTXSID7020005	CC(N)=O
DTXSID6047103	CCCCCCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+]
DTXSID1021877	OCCCl
DTXSID1022055	CC(=O)OC(C)(C)C
DTXSID1022396	O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12
DTXSID1022421	COc1ccc2[nH]cc(CCNC(C)=O)c2c1
DTXSID1022265	CCc1cccc(CC)c1N(COC)C(=O)CCl
DTXSID1022479	CCc1ccccc1O
DTXSID1021403	COP(=O)(OC)OC
DTXSID1021871	Oc1ccc(Cl)cc1
DTXSID1021790	O=[N+]([O-])c1ccccc1O
DTXSID1021792	O=Cc1ccccc1O
DTXSID1021821	CC/C(C)=N/O
DTXSID1021798	c1ccc2ncccc2c1
DTXSID6034392	O=C(Nc1ccccc1-c1ccc(Cl)cc1)c1cccnc1Cl
DTXSID6034764	COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2C(=O)N(C)C)n1
DTXSID6035152	CC1(C)C(=O)NC(=O)N1CO
DTXSID6032641	O=C(O)c1c(Cl)ccc2cc(Cl)cnc12
DTXSID6032649	CC(C)=C[C@@H]1[C@@H](C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C
DTXSID6034265	NCCO.O=C(O)c1nc(Cl)ccc1Cl
DTXSID6034972	Cc1ccc(C(C)C)c(O)c1
DTXSID6032354	C#CCOC(=O)[C@@H](C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1
DTXSID6032356	CCSC(=O)N(CC)C1CCCCC1
DTXSID6032358	CCNC(=O)NC(=O)/C(C#N)=N/OC
DTXSID6032514	O=Cc1ccccc1C=O
DTXSID6027050	CN(C)C(=S)[S-].[Na+]
DTXSID7024085	O=P(O)(O)CCCl
DTXSID7020716	Oc1ccc(O)cc1
DTXSID7020764	CC(C)OC(=O)Nc1cccc(Cl)c1
DTXSID7025003	Oc1cc(Cl)ccc1Cl
DTXSID7024586	c1ccc2scnc2c1
DTXSID7025132	Cc1cccc([N+](=O)[O-])c1C
DTXSID7025427	CC(C)(O)C#N
DTXSID7024376	CCCSC(=O)N(CCC)CCC
DTXSID7024320	Clc1cc(Cl)c(Cl)cc1Cl
DTXSID7024821	FC(F)(F)c1ccc(Cl)cc1
DTXSID7024241	CCOc1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-]
DTXSID7023192	CC(O)C(=O)O
DTXSID7023645	CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
DTXSID7023936	CCSC(=O)N(CC(C)C)CC(C)C
DTXSID7020766	CC(C)OC(=O)Nc1ccccc1
DTXSID7024035	O=C(O)CCCOc1ccc(Cl)cc1Cl
DTXSID7021940	CCCCCCCCO
DTXSID7022049	Cc1cc(C)c(O)c(C)c1
DTXSID7022679	O=C(O)CCCCC1SCC2NC(=O)NC21
DTXSID0047167	CNC(C)=O
DTXSID0047456	O=C1OC(=O)C2C3C=CC(C3)C12
DTXSID0047537	CCCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC
DTXSID0047535	CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC
DTXSID0042325	CCCc1ccc(OC)cc1
DTXSID0042406	COS(=O)(=O)[O-].[Na+]
DTXSID0044571	CC(C)c1cccc(O)c1
DTXSID0044818	CCCCCCC(CO)CCCC
DTXSID7021815	Nc1ccc(Cl)c(Cl)c1
DTXSID6047448	[K+].[O-][Cl+2]([O-])[O-]
DTXSID6041719	CC1=NN(c2cc(Cl)c(S(=O)(=O)[O-])cc2Cl)C(=O)C1N=Nc1ccc(S(=O)(=O)[O-])cc1.[Na+].[Na+]
DTXSID6042369	CCN(CC)c1ccc2c(-c3ccccc3C(=O)O)c3ccc(N(CC)CC)cc3[o+]c2c1.[Cl-]
DTXSID6043915	CCCCCC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
DTXSID6040795	Cc1ccc(S(=O)([O-])=NCl)cc1
DTXSID6041210	CC1=CCC(C(C)C)=CC1
DTXSID6041426	C1=COCCC1
DTXSID6041422	Cc1cc(=O)oc2cc(N(C)C)ccc12
DTXSID7021863	CCOC(=O)CC(=O)OCC
DTXSID7021655	CCCCC(=O)O
DTXSID1024049	O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1
DTXSID7021946	CCCCCCCCCCO
DTXSID7021869	Cc1ccc(O)cc1
DTXSID7021239	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1
DTXSID7021364	Cc1ccccc1N.[Cl-].[H+]
DTXSID7021607	CCCCCC(=O)O
DTXSID7020710	c1ccc(NNc2ccccc2)cc1
DTXSID7020843	CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC
DTXSID7020895	ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl
DTXSID7020972	O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1
DTXSID7020683	ClC(Cl)=C(Cl)C(Cl)=C(Cl)Cl
DTXSID5047611	CCCC1CCC(=O)O1
DTXSID5048180	CCCc1ccc(N)cc1
DTXSID5048182	O=C(c1ccccc1)C1CCCCC1
DTXSID6024175	COCC(=O)N(c1c(C)cccc1C)C(C)C(=O)OC
DTXSID6024177	COP(N)(=O)SC
DTXSID6024206	CCSC(=O)N1CCCCCC1
DTXSID6024200	Cc1cccc(O)c1
DTXSID8042422	OCC(O)c1ccccc1
DTXSID6020220	CC(C)(C)c1cc(O)ccc1O
DTXSID8044202	CCCCCCCCOC(C)=O
DTXSID8041379	COc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1
DTXSID8041298	CCC1CCC(=O)O1
DTXSID8041248	CC(C)(C)c1cc(O)c(C(C)(C)C)cc1O
DTXSID8041610	OC1COC(O)C(O)C1O
DTXSID8041955	CC[NH+](CCO)CCO
DTXSID8042187	CCCCNC(=S)NCCCC
DTXSID0021597	CCCCCCC=O
DTXSID0021888	CCCC(C)=O
DTXSID0021834	O=[N+]([O-])c1ccc(O)cc1
DTXSID1025306	C/C=C1\CC2C=CC1C2
DTXSID1026118	c1ccc2c(c1)CCCC2
DTXSID1026792	Cc1cccc(N)c1
DTXSID1027184	C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
DTXSID1025271	CCNc1ccccc1
DTXSID1025726	Nc1ccccc1[N+](=O)[O-]
DTXSID1025809	CCCCCCCC/C=C/CCCCCCCC(=O)O
DTXSID1024338	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
DTXSID1024598	O=C(OCc1ccccc1)c1ccccc1O
DTXSID1025148	Cc1cc(C)cc(O)c1
DTXSID0021832	Cc1ccc(N(C)C)cc1
DTXSID6021030	O=NN(c1ccccc1)c1ccccc1
DTXSID6021032	CCCN(CCC)N=O
DTXSID6021248	C=C(C)[C@H]1Cc2c(ccc3c2O[C@@H]2COc4cc(OC)c(OC)cc4[C@@H]2C3=O)O1
DTXSID6021240	CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C
DTXSID6021402	Cc1ccc(C)c(C)c1
DTXSID6021666	CCCCCCCCCCCCCC(=O)O
DTXSID6021793	Oc1cccc2ccccc12
DTXSID6020430	Clc1ccccc1Cl
DTXSID6020515	CN(C)C=O
DTXSID6020480	CC(=O)OC1CC(C)OC(C)O1
DTXSID6020856	CN1CCCC1=O
DTXSID6020147	c1ccc2n[nH]nc2c1
DTXSID6024466	Nc1ccc(C(=O)O)cc1
DTXSID6026080	O=C(O)c1ccc(C(=O)O)cc1
DTXSID6026797	Cc1cc(C)cc(C)c1
DTXSID6026799	Clc1nc(Cl)nc(Cl)n1
DTXSID6025141	O=C(NCO)NCO
DTXSID6025436	O=S(=O)([O-])[O-].Oc1cccc2ccc[nH+]c12.Oc1cccc2ccc[nH+]c12
DTXSID6025438	NC(=O)NO
DTXSID6025567	COC(=O)c1ccccc1N
DTXSID6024913	CCCCCCCCCC
DTXSID6024917	CC(=O)CC(C)(C)O
DTXSID6025014	ClC(Cl)c1ccccc1
DTXSID6025220	CCCCCCCCCCCCS
DTXSID6025272	CCOC(=O)c1ccccc1N
DTXSID6024834	O=C/C=C/c1ccccc1
DTXSID6024888	O.O=P1(N(CCCl)CCCl)NCCCO1
DTXSID1024091	CCCN(CCC)C(=O)SCC
DTXSID1024176	C=C(C)C#N
DTXSID1024124	COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1
DTXSID1024126	ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl
DTXSID1024170	C[N+]1(C)CCCCC1.[Cl-]
DTXSID1024255	COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1
DTXSID1023235	OCC(O)C(O)C(O)C(O)CO
DTXSID1024045	CCOS(=O)(=O)OCC
DTXSID1023996	NC1CCCCC1
DTXSID0020656	C=C1C[C@]23C[C@@]1(O)CC[C@H]2[C@@]12C=C[C@H](O)C(C)(C(=O)O1)[C@H]2[C@@H]3C(=O)O
DTXSID0021965	Clc1ccc(Cl)c(Cl)c1
DTXSID0021961	O=C(c1ccccc1)c1ccccc1
DTXSID0021969	COc1cc(C=O)ccc1O
DTXSID0020943	COc1ccc([N+](=O)[O-])cc1N
DTXSID0021256	O=C(O)C1=C/C(=N\Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)C=CC1=O
DTXSID0021385	O=C1c2ccccc2C(=O)N1SC(Cl)(Cl)Cl
DTXSID0020529	Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-]
DTXSID0020604	C1CC2OC2CC1C1CO1
DTXSID0020575	C=CCc1ccc(OC)cc1
DTXSID0020652	Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1
DTXSID0020654	CC(=O)OC/C=C(\C)CCC=C(C)C
DTXSID0041270	CC(=O)OCCC(C)CC(C)(C)C
DTXSID6022927	O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1
DTXSID6023602	O=C(O)CCC(=O)O
DTXSID6022000	NCCO
DTXSID6022008	CCCCCCCCCO
DTXSID6022137	CC/C=C\CCO
DTXSID6022341	COc1nc(NC(C)C)nc(NC(C)C)n1
DTXSID6022422	Nc1ccc(Cc2ccc(N)cc2)cc1
DTXSID6022472	CCCCc1ccccc1
DTXSID6021872	Cc1ccc(N)cc1
DTXSID6021957	O=C(Oc1ccccc1)c1ccccc1O
DTXSID6022056	Clc1cccc(Cl)c1
DTXSID8024814	Cc1ccc(Cl)cc1
DTXSID8021640	O=C(O)CCCCCCCC(=O)O
DTXSID8021800	CCN(CC)c1ccccc1
DTXSID8027034	O=[N+]([O-])C(CO)(CO)CO
DTXSID8026773	CC(O)CCO
DTXSID8027036	CC(C)(CO)CO
DTXSID8027454	CC(=O)CC(=O)N(C)C
DTXSID8027246	O=C1CCCN1
DTXSID8026307	Cc1cccc(C)c1N
DTXSID8026193	Clc1cccc(Cl)c1Cl
DTXSID8026513	O=C1NC(=O)C2CC=CCC12
DTXSID8026488	C=C1C2CCC(C2)C1(C)C
DTXSID8026640	CC(C)c1cccc(C(C)C)c1
DTXSID8024993	O.O.O=c1[n-]c(=O)n(Cl)c(=O)n1Cl.[Na+]
DTXSID8026141	O=C(O)CS
DTXSID8024151	C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl
DTXSID8024159	CCC(C)(CC)c1cc(NC(=O)c2c(OC)cccc2OC)on1
DTXSID8024317	Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl
DTXSID8037706	O=S(=O)([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[K+]
DTXSID8040222	COc1cc(OC)nc(NC(=O)N=S(=O)([O-])c2ncccc2OCC(F)(F)F)n1.[Na+]
DTXSID8040694	CCCCOC(=O)c1ccccc1
DTXSID8024107	Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1
DTXSID0024002	CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C
