DTXSID	AC50
DTXSID1034187	0.0055197144586783
DTXSID6044303	0.0100000035182955
DTXSID3037094	0.0104081415574985
DTXSID8022325	0.0124423220169332
DTXSID1034181	0.0150660173700515
DTXSID1033664	0.0173464611995347
DTXSID5048184	0.0233618122822773
DTXSID3022162	0.0251145701063669
DTXSID8021301	0.0252349309777387
DTXSID3020465	0.0281081489540675
DTXSID7037717	0.0288027062948361
DTXSID0020814	0.0293987682818899
DTXSID8020337	0.0298742032782163
DTXSID1044643	0.0299996161989862
DTXSID5025102	0.0299999731691646
DTXSID5020576	0.0300000000001026
DTXSID3034165	0.030000000000122
DTXSID3032412	0.0300000000016563
DTXSID8022377	0.030000000022369
DTXSID7022043	0.0300000000357419
DTXSID0020573	0.0300000001253406
DTXSID0020446	0.0300000001269679
DTXSID3047429	0.0300000001935692
DTXSID2024666	0.030000000238884
DTXSID1041346	0.0300000002842786
DTXSID4024018	0.0300000003847996
DTXSID9036226	0.0300000004760626
DTXSID2026523	0.0300000004881422
DTXSID2021234	0.0300000005302118
DTXSID1032519	0.0300000006277564
DTXSID9023881	0.0300000008486875
DTXSID1026900	0.0300000020832382
DTXSID6022474	0.0300000025195722
DTXSID3024940	0.0300000031831427
DTXSID9029146	0.0300000042275512
DTXSID2021866	0.0300000097707958
DTXSID9042415	0.0300000528574696
DTXSID6042234	0.0408629364157341
DTXSID9036515	0.0416538972826305
DTXSID6022345	0.0434769623642178
DTXSID6041472	0.0441717894932304
DTXSID4022367	0.0445038733012414
DTXSID4042171	0.0462817233586363
DTXSID6040747	0.0535701981911296
DTXSID9033923	0.0571014520196759
DTXSID6034186	0.0685520478595461
DTXSID1034503	0.0716446755262779
DTXSID2026781	0.0832851941725949
DTXSID6021907	0.0859581720427586
DTXSID6047363	0.0859739654089893
DTXSID0040707	0.099212582769066
DTXSID4020290	0.1146314786431726
DTXSID5022510	0.1517563205152664
DTXSID5022934	0.1592154269304363
DTXSID9022526	0.1659337317837209
DTXSID2020890	0.1723492554942936
DTXSID6044430	0.1730998439637202
DTXSID5026259	0.1794765603999426
DTXSID6032516	0.1861622231329948
DTXSID0026915	0.1884619127011136
DTXSID0023826	0.1890007351774094
DTXSID6040111	0.2036638582246632
DTXSID6024836	0.2057754664555387
DTXSID9020794	0.2104214391834888
DTXSID9022366	0.2299350043101397
DTXSID2041252	0.2308027641009886
DTXSID4048199	0.2505030986494837
DTXSID1034212	0.2560165602317802
DTXSID6025486	0.2749120394921731
DTXSID0022519	0.281150646088915
DTXSID4022442	0.3024343360328952
DTXSID9022360	0.3110564953541723
DTXSID1032646	0.312810853573484
DTXSID4021977	0.3169741083663258
DTXSID0047296	0.3373526968271266
DTXSID4034150	0.343755359849164
DTXSID9048194	0.3456072666785036
DTXSID3020047	0.3549769396272557
DTXSID2020501	0.3674828587457128
DTXSID7020182	0.3694674415138055
DTXSID9023889	0.3820591310788424
DTXSID7042356	0.3929655064073574
DTXSID3021485	0.4134323013379067
DTXSID7034545	0.4613464390938162
DTXSID3041376	0.4755128506938622
DTXSID9022528	0.5
DTXSID3022370	0.5
DTXSID3040722	0.5
DTXSID2037714	0.5
DTXSID8027581	0.5358460225190517
DTXSID1022053	0.5626661734691623
DTXSID8035180	0.5657365180000782
DTXSID1027926	0.5732923887662164
DTXSID6021959	0.5740351899512841
DTXSID7047487	0.5860100070317869
DTXSID1022508	0.6118154052027217
DTXSID8021771	0.6188556303412983
DTXSID5032654	0.6571260556423386
DTXSID5022308	0.6629542999339909
DTXSID7041097	0.6812501441580683
DTXSID7032393	0.683547802338651
DTXSID3024239	0.7027221079977126
DTXSID1020770	0.7222166172019224
DTXSID8024523	0.7440241300735297
DTXSID6041424	0.7682784455642931
DTXSID6042074	0.7777576776571942
DTXSID0020286	0.7894470669510096
DTXSID1032640	0.789831348242875
DTXSID0027983	0.7953794902387723
DTXSID5024681	0.8080583616162538
DTXSID9035175	0.8231828094003457
DTXSID2026446	0.8780760906737195
DTXSID2039336	0.8788410158000144
DTXSID1034210	0.8948574953696613
DTXSID9041861	0.9670013554123827
DTXSID5023871	0.9673611633077304
DTXSID2020137	0.9870950857934948
DTXSID8024284	1.0336484725015227
DTXSID0023581	1.1020317811012106
DTXSID7024299	1.103715112131323
DTXSID5020784	1.1077618333577135
DTXSID6027218	1.1288810000268694
DTXSID3036105	1.145725621356446
DTXSID4032532	1.1652564703205766
DTXSID7041708	1.1988654480790495
DTXSID1032690	1.229042616105168
DTXSID5023796	1.2366840512215271
DTXSID9032379	1.2420696785406564
DTXSID9026261	1.242190254161493
DTXSID5021916	1.257604450217188
DTXSID5034270	1.296172844619356
DTXSID7021237	1.3031703488877846
DTXSID1023998	1.3287185866503308
DTXSID6024048	1.339110101350371
DTXSID3020122	1.3820764622841764
DTXSID5022437	1.47226290311774
DTXSID3022320	1.5158590956647493
DTXSID2032392	1.5901765482744417
DTXSID2021947	1.5908317413141817
DTXSID6021824	1.5967726668621682
DTXSID3021984	1.6463834084600957
DTXSID2032637	1.6751825171036878
DTXSID2047270	1.7030259081423773
DTXSID9032329	1.7516967913468595
DTXSID4020537	1.832883962006016
DTXSID1026164	1.8504880245386144
DTXSID7024160	1.853933718460168
DTXSID9020372	1.9519911961761407
DTXSID6042232	1.962598740361779
DTXSID8029157	2.0393826103131696
DTXSID3023556	2.068255291915752
DTXSID2022628	2.121617241956758
DTXSID2020006	2.1328737194308776
DTXSID6020359	2.142278481296638
DTXSID0020494	2.154153904082888
DTXSID9026926	2.1788074485484774
DTXSID4034948	2.1925214580965617
DTXSID5048211	2.216342009440887
DTXSID5041306	2.240017027670793
DTXSID2025135	2.3367255928108115
DTXSID6021456	2.381671713502937
DTXSID9020299	2.508862291362848
DTXSID8021642	2.575404941317785
DTXSID8026727	2.5812849778235005
DTXSID3034402	2.6096034739177645
DTXSID4032405	2.6117323365942577
DTXSID1020560	2.6132183858848053
DTXSID4020379	2.6754193251340674
DTXSID9020827	2.6789685096534352
DTXSID6020014	2.715841037332348
DTXSID9037539	2.7241662969310134
DTXSID9047257	2.736172257867653
DTXSID4024195	2.7690026826767307
DTXSID7021150	2.769474352735046
DTXSID7042196	2.8682094517743817
DTXSID3035214	2.902999733865444
DTXSID2037712	2.955912530132064
DTXSID6022187	3.031019930785108
DTXSID8040484	3.176398588723922
DTXSID1047528	3.2427673896982454
DTXSID5035957	3.36029979081492
DTXSID4022288	3.3949411017609523
DTXSID7031248	3.403564936488176
DTXSID2034598	3.493601464901514
DTXSID7029904	3.5387664694198664
DTXSID7026029	3.5474315221970145
DTXSID1020805	3.5584316693730447
DTXSID7020267	3.583193009875562
DTXSID8021937	3.669139662751115
DTXSID4020375	3.7180395595984312
DTXSID4034287	3.766963568022313
DTXSID9020374	3.824948425340633
DTXSID0042038	3.827391189073268
DTXSID1021166	3.8924825332534736
DTXSID7020479	3.9457547889369415
DTXSID1024259	3.969734206179181
DTXSID0021254	4.010736994088365
DTXSID0038700	4.037062998650174
DTXSID8024280	4.045940145857822
DTXSID8024238	4.135435781436079
DTXSID4022991	4.193961146270491
DTXSID0027270	4.375535878656638
DTXSID6020278	4.581100410810396
DTXSID6048175	4.62283138464643
DTXSID8024157	4.627008451498833
DTXSID6022391	4.638780453495337
DTXSID3021853	4.69577572968338
DTXSID7025895	4.72049061822935
DTXSID4047628	4.773862768206044
DTXSID2032398	4.816048820240482
DTXSID1040372	4.869882631124132
DTXSID7022411	4.88178826176831
DTXSID4027991	4.902007758385285
DTXSID8041957	4.969249575122417
DTXSID5027770	4.975508667235742
DTXSID5023875	4.999355347890293
DTXSID9027863	5.0
DTXSID9029223	5.080835895523213
DTXSID4032667	5.218736598663418
DTXSID8024072	5.26663127726149
DTXSID3024152	5.706794194180608
DTXSID3020043	5.823093853747117
DTXSID7025506	5.836467446151799
DTXSID9021928	6.057328514394749
DTXSID9037745	6.287431174492083
DTXSID8022406	6.294718205335773
DTXSID7024112	6.32925248814842
DTXSID1020431	6.348619872708653
DTXSID4027076	6.354789913391163
DTXSID7032553	6.391202830075879
DTXSID4047882	6.503146091874427
DTXSID5034303	6.55882632627919
DTXSID9020453	6.699437126920731
DTXSID9042382	6.934233386362728
DTXSID3020205	6.995635892023199
DTXSID1041891	7.032186269933133
DTXSID5020281	7.047472960441535
DTXSID0021125	7.085537866376133
DTXSID3026728	7.103256230966851
DTXSID1024174	7.165070355493226
DTXSID6020143	7.2185950904866205
DTXSID9027522	7.251246417722045
DTXSID5042243	7.36292501517293
DTXSID4021894	7.499063805536213
DTXSID3032389	7.515405734735028
DTXSID4026684	7.5936110469258
DTXSID8022113	7.629448553448802
DTXSID3023899	7.677267563356148
DTXSID6027397	7.974661776781152
DTXSID6023733	8.107662195516507
DTXSID9032531	8.577121825066676
DTXSID8025886	8.592890221554136
DTXSID9036690	8.69130632238271
DTXSID9047592	8.829738762995255
DTXSID3034614	8.929131504155762
DTXSID0022018	9.120967641158796
DTXSID7044394	9.314143707032724
DTXSID7022332	9.355447607926097
DTXSID0034192	9.38260728821374
DTXSID4022527	9.465101448898215
DTXSID7034961	9.466102643522548
DTXSID9022310	9.74784922497971
DTXSID7020845	9.921256803753892
DTXSID2023430	9.92125685974136
DTXSID0025523	9.921257299398585
DTXSID3021356	9.921257441503466
DTXSID9042209	9.92125865655911
DTXSID9022312	9.921263948128596
DTXSID4024270	9.921287191992375
DTXSID2041208	10.137331331394048
DTXSID7021152	10.167598690923132
DTXSID4021395	10.522947406023633
DTXSID5025021	10.614205531949404
DTXSID7027047	10.648973387230749
DTXSID6020068	10.689174239699692
DTXSID8032386	10.81421185087842
DTXSID2024086	10.934527262105773
DTXSID2029298	10.99612942933531
DTXSID2032390	11.022314766702506
DTXSID3026564	11.059112552106608
DTXSID1026906	11.123346625338929
DTXSID4020373	11.17128506325138
DTXSID9020407	11.229478608284472
DTXSID6025010	11.240927801464782
DTXSID7035010	11.399989479431218
DTXSID7021605	11.524693116585444
DTXSID5044572	11.631560149094064
DTXSID4029353	11.707748762590825
DTXSID6020561	11.72471973826935
DTXSID1020221	11.76298875437867
DTXSID1025300	11.81584935843962
DTXSID0024553	11.898688018085696
DTXSID7025429	11.967329666985716
DTXSID1020510	11.970930155795164
DTXSID2020634	11.998774419081863
DTXSID9034997	12.224633804600712
DTXSID1044487	12.241899379967244
DTXSID3034456	12.26445192022836
DTXSID8037752	12.398839139810685
DTXSID1022394	12.40052274858072
DTXSID3047558	12.48053762818254
DTXSID3026726	12.57962969183518
DTXSID3047425	12.623110430009731
DTXSID8034324	12.824414847000464
DTXSID9022522	13.001139751826424
DTXSID8020040	13.407284102387251
DTXSID0032520	13.762053342408084
DTXSID1040742	13.82139589010574
DTXSID5020607	14.009740742319291
DTXSID3036286	14.099127810434586
DTXSID7042198	14.22423401833246
DTXSID2022254	14.252011319389252
DTXSID4020618	14.33631292273984
DTXSID4022109	14.45974086379942
DTXSID5022489	14.744089639104
DTXSID5037523	14.831271912458444
DTXSID1026241	14.847324567800886
DTXSID0041141	14.999999999999911
DTXSID0021464	15.303729961222055
DTXSID2036299	15.314356875705036
DTXSID4032459	15.675984537283975
DTXSID2041250	15.858375241097516
DTXSID1032355	16.00516625020016
DTXSID7024827	16.0579417432575
DTXSID9032537	16.109096960655986
DTXSID4027650	16.1239640397759
DTXSID9022607	16.270296910230265
DTXSID6027268	16.5831828959897
DTXSID0032493	16.87332198437309
DTXSID5026251	17.00384498460418
DTXSID3042394	17.530350950072744
DTXSID5020152	17.605771061843477
DTXSID1041265	17.692518931020704
DTXSID3021770	17.87732847590734
DTXSID3020673	18.3586473552905
DTXSID4020822	18.36287804340701
DTXSID3034612	18.934602314557207
DTXSID7020768	19.18168952612852
DTXSID5034773	19.189237168867617
DTXSID4035708	19.441034467089445
DTXSID1041188	19.843466608363805
DTXSID6020197	19.999999999999893
DTXSID8020755	19.999999999999893
DTXSID1027633	19.999999999999893
DTXSID5047033	19.999999999999893
DTXSID9026132	19.999999999999893
DTXSID6020307	19.999999999999893
DTXSID2025216	19.999999999999893
DTXSID1032488	20.132417681015287
DTXSID0041274	20.37639107299117
DTXSID8020044	20.85647646568569
DTXSID8022959	21.32607651162132
DTXSID2026238	21.464191916014723
DTXSID5020811	21.472765042120265
DTXSID6020141	21.62740350064344
DTXSID9021897	21.83909759212341
DTXSID1041184	21.907741512966226
DTXSID6032518	21.90934084348828
DTXSID7026368	21.916704704193418
DTXSID2021997	22.129064709533967
DTXSID4044581	22.192718718844056
DTXSID7038810	22.272612354263305
DTXSID7026235	22.560304631365668
DTXSID1029170	22.85780273592238
DTXSID5024182	23.21743010236921
DTXSID4021218	23.35975581212839
DTXSID3038939	23.653693765830504
DTXSID9041237	23.774346805246523
DTXSID2020216	24.04762101592321
DTXSID9040716	24.385340333572888
DTXSID2026602	24.62269151213299
DTXSID7021106	25.000000000000075
DTXSID7030698	25.000000000000075
DTXSID0034695	25.000000000000075
DTXSID6027713	25.000000000000075
DTXSID5020449	25.000000000000075
DTXSID2024955	25.000000000000075
DTXSID0042400	25.000000000000075
DTXSID0037730	25.35611079803904
DTXSID0020319	25.58509054203232
DTXSID2020686	26.431704847663244
DTXSID3041790	26.49756670829427
DTXSID3024235	26.64445512584589
DTXSID4032376	27.493102857611287
DTXSID6034849	27.59020963111708
DTXSID8023890	27.94267237811953
DTXSID2022179	28.07042534664816
DTXSID1021031	28.17046970907203
DTXSID0023296	28.21053689480284
DTXSID9025110	28.344010403769342
DTXSID6025692	28.599204281818828
DTXSID9024986	28.609771326244164
DTXSID5022439	28.640456719739586
DTXSID2021575	28.86772246293514
DTXSID7021788	28.959471948027343
DTXSID2020189	29.999999999999755
DTXSID7021233	29.999999999999755
DTXSID2022678	29.999999999999755
DTXSID7037262	29.999999999999755
DTXSID9034361	29.999999999999755
DTXSID7041413	30.21985875652404
DTXSID0025101	31.107495422947544
DTXSID3032549	31.70467718955747
DTXSID2036112	32.828646753793805
DTXSID7038864	32.96935548294352
DTXSID8034586	35.000000000000256
DTXSID3047344	35.000000000000256
DTXSID0029559	35.000000000000256
DTXSID4027236	35.000000000000256
DTXSID8021224	35.000000000000256
DTXSID4023202	35.000000000000256
DTXSID6023868	35.63751901727803
DTXSID0022436	35.66409896160006
DTXSID8027793	36.28557840098468
DTXSID2047565	37.48226026516532
DTXSID7020348	38.21368946614107
DTXSID3029653	39.99999999999967
DTXSID8033562	39.99999999999967
DTXSID7032559	39.99999999999967
DTXSID6036467	39.99999999999967
DTXSID8023216	39.99999999999967
DTXSID4027494	43.97890986595503
DTXSID9032581	44.54211569924075
DTXSID1021455	44.9999999999995
DTXSID8027032	44.9999999999995
DTXSID5041641	44.9999999999995
DTXSID5021413	44.9999999999995
DTXSID0025234	44.9999999999995
DTXSID6024882	44.9999999999995
DTXSID7024081	44.9999999999995
DTXSID8021777	44.99999999999951
DTXSID6027345	45.83046949715249
DTXSID0034855	46.09685453417487
DTXSID5020867	48.42077113624774
DTXSID5037028	49.059899377720285
DTXSID5048186	49.89545904794235
DTXSID1027390	49.99999999999999
DTXSID8020628	49.99999999999999
DTXSID0021123	49.99999999999999
DTXSID6026298	49.99999999999999
DTXSID6024337	49.99999999999999
DTXSID8021517	49.99999999999999
DTXSID5024922	49.99999999999999
DTXSID5032365	49.99999999999999
DTXSID3041247	49.99999999999999
DTXSID3041663	49.99999999999999
DTXSID5020528	49.99999999999999
DTXSID1040611	49.99999999999999
DTXSID1021378	49.99999999999999
DTXSID6047525	49.99999999999999
DTXSID4022448	49.99999999999999
DTXSID0042379	49.99999999999999
DTXSID5047879	49.99999999999999
DTXSID1025857	49.99999999999999
DTXSID3024102	49.99999999999999
DTXSID7025217	49.99999999999999
DTXSID2026864	49.99999999999999
DTXSID2026943	49.99999999999999
DTXSID7032004	49.99999999999999
DTXSID1020354	50.0
DTXSID1020930	50.0
DTXSID1020932	50.0
DTXSID1021160	50.0
DTXSID1021243	50.0
DTXSID1020439	50.0
DTXSID1020516	50.0
DTXSID1020807	50.0
DTXSID1020144	50.0
DTXSID1020352	50.0
DTXSID1020647	50.0
DTXSID0048181	50.0
DTXSID0048210	50.0
DTXSID1020140	50.0
DTXSID1020190	50.0
DTXSID6048208	50.0
DTXSID7020005	50.0
DTXSID6047103	50.0
DTXSID1021877	50.0
DTXSID1022055	50.0
DTXSID1022396	50.0
DTXSID1022421	50.0
DTXSID1022265	50.0
DTXSID1022479	50.0
DTXSID1021403	50.0
DTXSID1021871	50.0
DTXSID1021790	50.0
DTXSID1021792	50.0
DTXSID1021821	50.0
DTXSID1021798	50.0
DTXSID6034392	50.0
DTXSID6034764	50.0
DTXSID6035152	50.0
DTXSID6032641	50.0
DTXSID6032649	50.0
DTXSID6034265	50.0
DTXSID6034972	50.0
DTXSID6032354	50.0
DTXSID6032356	50.0
DTXSID6032358	50.0
DTXSID6032514	50.0
DTXSID6027050	50.0
DTXSID7024085	50.0
DTXSID7020716	50.0
DTXSID7020764	50.0
DTXSID7025003	50.0
DTXSID7024586	50.0
DTXSID7025132	50.0
DTXSID7025427	50.0
DTXSID7024376	50.0
DTXSID7024320	50.0
DTXSID7024821	50.0
DTXSID7024241	50.0
DTXSID7023192	50.0
DTXSID7023645	50.0
DTXSID7023936	50.0
DTXSID7020766	50.0
DTXSID7024035	50.0
DTXSID7021940	50.0
DTXSID7022049	50.0
DTXSID7022679	50.0
DTXSID0047167	50.0
DTXSID0047456	50.0
DTXSID0047537	50.0
DTXSID0047535	50.0
DTXSID0042325	50.0
DTXSID0042406	50.0
DTXSID0044571	50.0
DTXSID0044818	50.0
DTXSID7021815	50.0
DTXSID6047448	50.0
DTXSID6041719	50.0
DTXSID6042369	50.0
DTXSID6043915	50.0
DTXSID6040795	50.0
DTXSID6041210	50.0
DTXSID6041426	50.0
DTXSID6041422	50.0
DTXSID7021863	50.0
DTXSID7021655	50.0
DTXSID1024049	50.0
DTXSID7021946	50.0
DTXSID7021869	50.0
DTXSID7021239	50.0
DTXSID7021364	50.0
DTXSID7021607	50.0
DTXSID7020710	50.0
DTXSID7020843	50.0
DTXSID7020895	50.0
DTXSID7020972	50.0
DTXSID7020683	50.0
DTXSID5047611	50.0
DTXSID5048180	50.0
DTXSID5048182	50.0
DTXSID6024175	50.0
DTXSID6024177	50.0
DTXSID6024206	50.0
DTXSID6024200	50.0
DTXSID8042422	50.0
DTXSID6020220	50.0
DTXSID8044202	50.0
DTXSID8041379	50.0
DTXSID8041298	50.0
DTXSID8041248	50.0
DTXSID8041610	50.0
DTXSID8041955	50.0
DTXSID8042187	50.0
DTXSID0021597	50.0
DTXSID0021888	50.0
DTXSID0021834	50.0
DTXSID1025306	50.0
DTXSID1026118	50.0
DTXSID1026792	50.0
DTXSID1027184	50.0
DTXSID1025271	50.0
DTXSID1025726	50.0
DTXSID1025809	50.0
DTXSID1024338	50.0
DTXSID1024598	50.0
DTXSID1025148	50.0
DTXSID0021832	50.0
DTXSID6021030	50.0
DTXSID6021032	50.0
DTXSID6021248	50.0
DTXSID6021240	50.0
DTXSID6021402	50.0
DTXSID6021666	50.0
DTXSID6021793	50.0
DTXSID6020430	50.0
DTXSID6020515	50.0
DTXSID6020480	50.0
DTXSID6020856	50.0
DTXSID6020147	50.0
DTXSID6024466	50.0
DTXSID6026080	50.0
DTXSID6026797	50.0
DTXSID6026799	50.0
DTXSID6025141	50.0
DTXSID6025436	50.0
DTXSID6025438	50.0
DTXSID6025567	50.0
DTXSID6024913	50.0
DTXSID6024917	50.0
DTXSID6025014	50.0
DTXSID6025220	50.0
DTXSID6025272	50.0
DTXSID6024834	50.0
DTXSID6024888	50.0
DTXSID1024091	50.0
DTXSID1024176	50.0
DTXSID1024124	50.0
DTXSID1024126	50.0
DTXSID1024170	50.0
DTXSID1024255	50.0
DTXSID1023235	50.0
DTXSID1024045	50.0
DTXSID1023996	50.0
DTXSID0020656	50.0
DTXSID0021965	50.0
DTXSID0021961	50.0
DTXSID0021969	50.0
DTXSID0020943	50.0
DTXSID0021256	50.0
DTXSID0021385	50.0
DTXSID0020529	50.0
DTXSID0020604	50.0
