DTXSID	AC50
DTXSID0020575	50.0
DTXSID0020652	50.0
DTXSID0020654	50.0
DTXSID0041270	50.0
DTXSID6022927	50.0
DTXSID6023602	50.0
DTXSID6022000	50.0
DTXSID6022008	50.0
DTXSID6022137	50.0
DTXSID6022341	50.0
DTXSID6022422	50.0
DTXSID6022472	50.0
DTXSID6021872	50.0
DTXSID6021957	50.0
DTXSID6022056	50.0
DTXSID8024814	50.0
DTXSID8021640	50.0
DTXSID8021800	50.0
DTXSID8027034	50.0
DTXSID8026773	50.0
DTXSID8027036	50.0
DTXSID8027454	50.0
DTXSID8027246	50.0
DTXSID8026307	50.0
DTXSID8026193	50.0
DTXSID8026513	50.0
DTXSID8026488	50.0
DTXSID8026640	50.0
DTXSID8024993	50.0
DTXSID8026141	50.0
DTXSID8024151	50.0
DTXSID8024159	50.0
DTXSID8024317	50.0
DTXSID8037706	50.0
DTXSID8040222	50.0
DTXSID8040694	50.0
DTXSID8024107	50.0
DTXSID0024002	50.0
DTXSID0024216	50.0
DTXSID0025363	50.0
DTXSID0025816	50.0
DTXSID0025864	50.0
DTXSID0023745	50.0
DTXSID0023901	50.0
DTXSID0023951	50.0
DTXSID0024052	50.0
DTXSID0022014	50.0
DTXSID0022480	50.0
DTXSID0023113	50.0
DTXSID8040721	50.0
DTXSID8024109	50.0
DTXSID8024234	50.0
DTXSID8023632	50.0
DTXSID8023719	50.0
DTXSID8023848	50.0
DTXSID8023977	50.0
DTXSID8021856	50.0
DTXSID8021804	50.0
DTXSID8021808	50.0
DTXSID8022111	50.0
DTXSID8021515	50.0
DTXSID3021277	50.0
DTXSID9024930	50.0
DTXSID9022524	50.0
DTXSID9022817	50.0
DTXSID9024194	50.0
DTXSID2025050	50.0
DTXSID3021518	50.0
DTXSID3021643	50.0
DTXSID3021726	50.0
DTXSID3021932	50.0
DTXSID3020910	50.0
DTXSID3020966	50.0
DTXSID9024699	50.0
DTXSID2032554	50.0
DTXSID3021358	50.0
DTXSID3021641	50.0
DTXSID3020625	50.0
DTXSID3020679	50.0
DTXSID3020887	50.0
DTXSID3020916	50.0
DTXSID3020889	50.0
DTXSID2029167	50.0
DTXSID9040342	50.0
DTXSID9026841	50.0
DTXSID2041709	50.0
DTXSID2027593	50.0
DTXSID8034376	50.0
DTXSID8034401	50.0
DTXSID8034665	50.0
DTXSID8034588	50.0
DTXSID8034871	50.0
DTXSID2029616	50.0
DTXSID2029874	50.0
DTXSID2027204	50.0
DTXSID2027466	50.0
DTXSID0027195	50.0
DTXSID2044713	50.0
DTXSID3020093	50.0
DTXSID2041200	50.0
DTXSID9025451	50.0
DTXSID9025453	50.0
DTXSID9025796	50.0
DTXSID9026689	50.0
DTXSID9024063	50.0
DTXSID9024065	50.0
DTXSID9024489	50.0
DTXSID0032316	50.0
DTXSID7026285	50.0
DTXSID7026156	50.0
DTXSID7026946	50.0
DTXSID0034300	50.0
DTXSID0034518	50.0
DTXSID0035748	50.0
DTXSID0034930	50.0
DTXSID0032572	50.0
DTXSID0032655	50.0
DTXSID0034229	50.0
DTXSID0029133	50.0
DTXSID0029761	50.0
DTXSID7026102	50.0
DTXSID0027222	50.0
DTXSID0027856	50.0
DTXSID7040788	50.0
DTXSID7041675	50.0
DTXSID7041623	50.0
DTXSID7042190	50.0
DTXSID7037551	50.0
DTXSID7032688	50.0
DTXSID7035272	50.0
DTXSID7034676	50.0
DTXSID7032470	50.0
DTXSID7027756	50.0
DTXSID0041484	50.0
DTXSID0041981	50.0
DTXSID0041567	50.0
DTXSID0042169	50.0
DTXSID0042167	50.0
DTXSID0038887	50.0
DTXSID0040701	50.0
DTXSID7029661	50.0
DTXSID7029241	50.0
DTXSID7030060	50.0
DTXSID7030307	50.0
DTXSID7032555	50.0
DTXSID7027833	50.0
DTXSID7027837	50.0
DTXSID7029110	50.0
DTXSID7029162	50.0
DTXSID7029164	50.0
DTXSID7026811	50.0
DTXSID7026867	50.0
DTXSID7027041	50.0
DTXSID7026994	50.0
DTXSID7027540	50.0
DTXSID7027461	50.0
DTXSID8020759	50.0
DTXSID8044593	50.0
DTXSID8045191	50.0
DTXSID8047185	50.0
DTXSID9020087	50.0
DTXSID8042189	50.0
DTXSID8042507	50.0
DTXSID8021199	50.0
DTXSID8020466	50.0
DTXSID8020620	50.0
DTXSID8020127	50.0
DTXSID8020121	50.0
DTXSID8020381	50.0
DTXSID8020591	50.0
DTXSID7042273	50.0
DTXSID7042061	50.0
DTXSID7044390	50.0
DTXSID0026171	50.0
DTXSID0026880	50.0
DTXSID0026838	50.0
DTXSID0027014	50.0
DTXSID8027402	50.0
DTXSID7032630	50.0
DTXSID8020915	50.0
DTXSID8020969	50.0
DTXSID8020961	50.0
DTXSID8021195	50.0
DTXSID8021062	50.0
DTXSID8035423	50.0
DTXSID8032544	50.0
DTXSID8031865	50.0
DTXSID8031863	50.0
DTXSID8032673	50.0
DTXSID1026031	50.0
DTXSID8027826	50.0
DTXSID8029105	50.0
DTXSID8029600	50.0
DTXSID8029650	50.0
DTXSID8029159	50.0
DTXSID9020089	50.0
DTXSID9020164	50.0
DTXSID9020295	50.0
DTXSID2022123	50.0
DTXSID2022171	50.0
DTXSID2021943	50.0
DTXSID2022048	50.0
DTXSID2021993	50.0
DTXSID2021286	50.0
DTXSID2021311	50.0
DTXSID2021440	50.0
DTXSID2021739	50.0
DTXSID2021602	50.0
DTXSID2021735	50.0
DTXSID2021028	50.0
DTXSID2022331	50.0
DTXSID2021026	50.0
DTXSID2021103	50.0
DTXSID2021151	50.0
DTXSID4020820	50.0
DTXSID4020959	50.0
DTXSID4020828	50.0
DTXSID4020870	50.0
DTXSID4020450	50.0
DTXSID4020664	50.0
DTXSID4020402	50.0
DTXSID4020666	50.0
DTXSID3041293	50.0
DTXSID3029154	50.0
DTXSID3025469	50.0
DTXSID3026223	50.0
DTXSID3026065	50.0
DTXSID3026641	50.0
DTXSID3026514	50.0
DTXSID3026645	50.0
DTXSID3041794	50.0
DTXSID3041661	50.0
DTXSID3041954	50.0
DTXSID3042130	50.0
DTXSID3042390	50.0
DTXSID4020791	50.0
DTXSID3041299	50.0
DTXSID3041409	50.0
DTXSID3041530	50.0
DTXSID3041611	50.0
DTXSID3036288	50.0
DTXSID3037541	50.0
DTXSID3037208	50.0
DTXSID3037709	50.0
DTXSID3037707	50.0
DTXSID3034664	50.0
DTXSID2021995	50.0
DTXSID4021842	50.0
DTXSID4021975	50.0
DTXSID2020713	50.0
DTXSID2020268	50.0
DTXSID2020426	50.0
DTXSID2020347	50.0
DTXSID2020420	50.0
DTXSID2020505	50.0
DTXSID1048203	50.0
DTXSID1048209	50.0
DTXSID4021921	50.0
DTXSID1026081	50.0
DTXSID1047310	50.0
DTXSID1047576	50.0
DTXSID1048178	50.0
DTXSID1048201	50.0
DTXSID4029145	50.0
DTXSID4029698	50.0
DTXSID4027282	50.0
DTXSID4027496	50.0
DTXSID4027367	50.0
DTXSID4027525	50.0
DTXSID4024145	50.0
DTXSID3047633	50.0
DTXSID4020240	50.0
DTXSID4020119	50.0
DTXSID4020371	50.0
DTXSID3042219	50.0
DTXSID3044203	50.0
DTXSID4024062	50.0
DTXSID4024272	50.0
DTXSID4024274	50.0
DTXSID3029289	50.0
DTXSID4024436	50.0
DTXSID4024721	50.0
DTXSID4022731	50.0
DTXSID4022529	50.0
DTXSID4023541	50.0
DTXSID4024143	50.0
DTXSID4024193	50.0
DTXSID4021848	50.0
DTXSID4022020	50.0
DTXSID4022361	50.0
DTXSID4022446	50.0
DTXSID4021185	50.0
DTXSID9034286	50.0
DTXSID2034590	50.0
DTXSID2034625	50.0
DTXSID2034465	50.0
DTXSID2034673	50.0
DTXSID2034881	50.0
DTXSID2032556	50.0
